[2024-07-05 13:00:51,770: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-06 00:02:58,029: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:02:58,061: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:03:05,539: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:03:05,897: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:03:15,674: INFO: graph: TESTING CODE]
[2024-07-06 00:03:16,448: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:03:16,474: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:03:16,507: INFO: graph: FIXING ERROR]
[2024-07-06 00:03:16,823: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:03:28,932: INFO: graph: TESTING CODE]
[2024-07-06 00:03:29,691: INFO: graph: ERROR HANDLING COMPLETED: 1]
[2024-07-06 00:03:29,716: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:03:29,746: INFO: graph: FIXING ERROR]
[2024-07-06 00:03:40,286: INFO: graph: TESTING CODE]
[2024-07-06 00:03:41,011: INFO: graph: ERROR HANDLING COMPLETED: 2]
[2024-07-06 00:03:41,037: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:03:41,066: INFO: graph: FIXING ERROR]
[2024-07-06 00:03:50,353: INFO: graph: TESTING CODE]
[2024-07-06 00:03:51,040: INFO: graph: ERROR HANDLING COMPLETED: 3]
[2024-07-06 00:03:51,064: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:03:51,093: INFO: graph: FIXING ERROR]
[2024-07-06 00:04:00,743: INFO: graph: TESTING CODE]
[2024-07-06 00:04:01,465: INFO: graph: ERROR HANDLING COMPLETED: 4]
[2024-07-06 00:04:01,489: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:04:01,519: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:04:08,331: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:04:15,883: INFO: graph: TESTING CODE]
[2024-07-06 00:04:16,606: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:04:16,630: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:04:16,663: INFO: graph: ANALYSING OUTPUT]
[2024-07-06 00:04:16,950: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:04:19,220: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 4.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:04:23,611: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 8.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:04:32,711: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:04:39,786: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:04:47,856: INFO: graph: TESTING CODE]
[2024-07-06 00:04:48,641: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:04:48,666: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:04:48,702: INFO: graph: FIXING ERROR]
[2024-07-06 00:04:57,829: INFO: graph: TESTING CODE]
[2024-07-06 00:04:58,561: INFO: graph: ERROR HANDLING COMPLETED: 1]
[2024-07-06 00:04:58,587: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:04:58,618: INFO: graph: ANALYSING OUTPUT]
[2024-07-06 00:04:58,914: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:05:01,181: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 4.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:05:06,391: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:05:12,897: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:05:13,253: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:05:15,795: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 4.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:05:20,131: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 8.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:05:35,619: INFO: graph: TESTING CODE]
[2024-07-06 00:05:36,325: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:05:36,351: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:05:36,383: INFO: graph: FIXING ERROR]
[2024-07-06 00:05:45,243: INFO: graph: TESTING CODE]
[2024-07-06 00:05:45,941: INFO: graph: ERROR HANDLING COMPLETED: 1]
[2024-07-06 00:05:45,970: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:05:46,000: INFO: graph: ANALYSING OUTPUT]
[2024-07-06 00:05:47,179: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:05:54,345: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:05:54,707: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:05:57,046: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 4.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:06:01,368: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 8.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:06:17,640: INFO: graph: TESTING CODE]
[2024-07-06 00:06:18,303: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:06:18,330: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:06:18,361: INFO: graph: FIXING ERROR]
[2024-07-06 00:06:18,673: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:06:20,967: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 4.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:06:34,505: INFO: graph: TESTING CODE]
[2024-07-06 00:06:35,238: INFO: graph: ERROR HANDLING COMPLETED: 1]
[2024-07-06 00:06:35,265: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:06:35,294: INFO: graph: ANALYSING OUTPUT]
[2024-07-06 00:06:36,487: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:06:43,155: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:06:51,505: INFO: graph: TESTING CODE]
[2024-07-06 00:06:52,244: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:06:52,271: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:06:52,304: INFO: graph: FIXING ERROR]
[2024-07-06 00:07:01,416: INFO: graph: TESTING CODE]
[2024-07-06 00:07:02,171: INFO: graph: ERROR HANDLING COMPLETED: 1]
[2024-07-06 00:07:02,195: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:07:02,223: INFO: graph: ANALYSING OUTPUT]
[2024-07-06 00:07:02,513: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:07:04,890: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 4.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:07:09,211: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 8.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:07:17,537: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 16.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:07:34,699: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:07:41,390: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:07:48,465: INFO: graph: TESTING CODE]
[2024-07-06 00:07:49,360: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:07:49,388: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:07:49,419: INFO: graph: ANALYSING OUTPUT]
[2024-07-06 00:18:44,934: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-06 00:18:44,935: INFO: common: created directory at: artifacts]
[2024-07-06 00:18:44,935: INFO: common: created directory at: artifacts/terminal]
[2024-07-06 00:18:44,961: INFO: graph: INITIATING QUESTION ANALYSER]
[2024-07-06 00:18:44,962: INFO: graph: INITIATING MATH ANALYSER]
[2024-07-06 00:18:44,962: INFO: graph: INITIATING PYTHON GENERATOR]
[2024-07-06 00:18:44,962: INFO: graph: INITIATING IO HANDLER]
[2024-07-06 00:18:44,962: INFO: graph: INITIATING ERROR HANDLER]
[2024-07-06 00:18:44,962: INFO: graph: INITIATING OUTPUT ANALYSER]
[2024-07-06 00:18:44,963: INFO: graph: Lanchain Verbose:True]
[2024-07-06 00:18:44,963: INFO: graph: Lanchain Debug:True]
[2024-07-06 00:18:44,963: INFO: graph: CONSTRUCTING NODES]
[2024-07-06 00:18:44,964: INFO: graph: CONSTRUCTING GRAPH]
[2024-07-06 00:18:45,139: INFO: graph: ANALYSING THE QUESTION]
[2024-07-06 00:19:10,678: INFO: graph: ANALYSIS COMPLETED]
[2024-07-06 00:19:10,713: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:19:20,333: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:19:31,248: INFO: graph: TESTING CODE]
[2024-07-06 00:19:32,039: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:19:32,067: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:19:32,101: INFO: graph: FIXING ERROR]
[2024-07-06 00:19:32,425: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:19:34,722: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 4.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:19:39,150: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 8.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:20:00,283: INFO: graph: TESTING CODE]
[2024-07-06 00:20:01,080: INFO: graph: ERROR HANDLING COMPLETED: 1]
[2024-07-06 00:20:01,111: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:20:01,150: INFO: graph: ANALYSING OUTPUT]
[2024-07-06 00:20:02,361: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:20:09,902: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:20:19,485: INFO: graph: TESTING CODE]
[2024-07-06 00:20:20,248: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:20:20,277: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:20:20,307: INFO: graph: FIXING ERROR]
[2024-07-06 00:20:20,636: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:20:35,362: INFO: graph: TESTING CODE]
[2024-07-06 00:20:36,057: INFO: graph: ERROR HANDLING COMPLETED: 1]
[2024-07-06 00:20:36,083: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:20:36,115: INFO: graph: FIXING ERROR]
[2024-07-06 00:20:47,970: INFO: graph: TESTING CODE]
[2024-07-06 00:20:48,663: INFO: graph: ERROR HANDLING COMPLETED: 2]
[2024-07-06 00:20:48,688: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:20:48,719: INFO: graph: FIXING ERROR]
[2024-07-06 00:21:01,089: INFO: graph: TESTING CODE]
[2024-07-06 00:21:01,814: INFO: graph: ERROR HANDLING COMPLETED: 3]
[2024-07-06 00:21:01,839: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:21:01,868: INFO: graph: FIXING ERROR]
[2024-07-06 00:21:14,207: INFO: graph: TESTING CODE]
[2024-07-06 00:21:14,908: INFO: graph: ERROR HANDLING COMPLETED: 4]
[2024-07-06 00:21:14,936: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:21:14,965: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:21:23,000: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:21:23,318: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:21:35,804: INFO: graph: TESTING CODE]
[2024-07-06 00:21:36,788: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:21:36,818: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:21:36,849: INFO: graph: FIXING ERROR]
[2024-07-06 00:21:48,779: INFO: graph: TESTING CODE]
[2024-07-06 00:21:49,527: INFO: graph: ERROR HANDLING COMPLETED: 1]
[2024-07-06 00:21:49,554: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:21:49,580: INFO: graph: ANALYSING OUTPUT]
[2024-07-06 00:29:18,355: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-06 00:29:18,356: INFO: common: created directory at: artifacts]
[2024-07-06 00:29:18,356: INFO: common: created directory at: artifacts/terminal]
[2024-07-06 00:29:18,387: INFO: graph: INITIATING QUESTION ANALYSER]
[2024-07-06 00:29:18,387: INFO: graph: INITIATING MATH ANALYSER]
[2024-07-06 00:29:18,388: INFO: graph: INITIATING PYTHON GENERATOR]
[2024-07-06 00:29:18,388: INFO: graph: INITIATING IO HANDLER]
[2024-07-06 00:29:18,389: INFO: graph: INITIATING ERROR HANDLER]
[2024-07-06 00:29:18,389: INFO: graph: INITIATING OUTPUT ANALYSER]
[2024-07-06 00:29:18,389: INFO: graph: Lanchain Verbose:True]
[2024-07-06 00:29:18,390: INFO: graph: Lanchain Debug:True]
[2024-07-06 00:29:18,390: INFO: graph: CONSTRUCTING NODES]
[2024-07-06 00:29:18,391: INFO: graph: CONSTRUCTING GRAPH]
[2024-07-06 00:29:18,544: INFO: graph: ANALYSING THE QUESTION]
[2024-07-06 00:29:48,148: INFO: graph: ANALYSIS COMPLETED]
[2024-07-06 00:29:48,182: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:29:57,365: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:29:57,724: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:30:10,994: INFO: graph: TESTING CODE]
[2024-07-06 00:30:11,744: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:30:11,776: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:30:11,813: INFO: graph: FIXING ERROR]
[2024-07-06 00:30:12,135: WARNING: before_sleep: Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised ResourceExhausted: 429 Resource has been exhausted (e.g. check quota)..]
[2024-07-06 00:30:28,147: INFO: graph: TESTING CODE]
[2024-07-06 00:30:28,881: INFO: graph: ERROR HANDLING COMPLETED: 1]
[2024-07-06 00:30:28,910: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:30:28,941: INFO: graph: FIXING ERROR]
[2024-07-06 00:30:41,278: INFO: graph: TESTING CODE]
[2024-07-06 00:30:41,974: INFO: graph: ERROR HANDLING COMPLETED: 2]
[2024-07-06 00:30:42,003: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:30:42,039: INFO: graph: FIXING ERROR]
[2024-07-06 00:30:56,627: INFO: graph: TESTING CODE]
[2024-07-06 00:30:57,441: INFO: graph: ERROR HANDLING COMPLETED: 3]
[2024-07-06 00:30:57,475: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:30:57,522: INFO: graph: FIXING ERROR]
[2024-07-06 00:31:17,900: INFO: graph: TESTING CODE]
[2024-07-06 00:31:18,662: INFO: graph: ERROR HANDLING COMPLETED: 4]
[2024-07-06 00:31:18,694: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:31:18,729: INFO: graph: GENERATING LOGIC CODE]
[2024-07-06 00:31:27,033: INFO: graph: GENERATING IO CODE]
[2024-07-06 00:31:38,007: INFO: graph: TESTING CODE]
[2024-07-06 00:31:38,800: INFO: graph: TESTING COMPLETED SUCCESSFULLY]
[2024-07-06 00:31:38,830: INFO: graph: DECIDING WETHER TO ERROR HANDLE]
[2024-07-06 00:31:38,873: INFO: graph: ANALYSING OUTPUT]
